Object,Type,Photo Credits,N. Editorial,Collection,Creation date,Upload date,Type of license,Source,Name,Maximum file size
Princess Diana shaking hands with an AIDS patient,Photograph,Anwar Hussein,76214611,WireImage,1987-08-09,2007-08-22,Rights-managed,WireImage,14653447,"1890 x 2890 px (16,00 x 24,47 cm) - 300 dpi - 4 MB"
