Object,Type,Creator,Date,Format,Description,Subject,Genre,Language,Publisher,ISBN,Identifier,Rights
Diana: Her True Story - In her Own Words,Book,Andrew Morton,1997,"Print, 288 pages","Revised edition of the biography that includes transcripts of Diana’s recorded thoughts, revealing personal struggles within the royal family","Diana, Princess of Wales, Biography",Biography,English,Michael O'Mara Books,97818547927091854792709,UBO record ID: UBO05615834,Michael O'Mara Books
