Item,Type,Credits,Editorial Number,Collection,Creation date,Upload date,Licence,Information about the release,Source,Name of the item,Maximum file dimension
Lady Diana on holiday in Portofino,Photograph,Stephane Cardinale - Corbis,542261058,Sygma Premium,1997-08-24,2016-08-24,Rights-managed,No release,Sygma Premium,news-31717-003.jpg,"""5333 x 3556 px (45,15 x 30,11 cm) - 300 dpi - 24 MB"""
