Item,type,url,name,Release date,Language,Creator,Stars,Genres,Certificate,official site,Filming locations,Production companies
The Crown,TVSeries,https://www.imdb.com/it/title/tt4786824/,The Crown,2016-11-05,English,Peter Morgan,"Emma-Louise Corrin, Elizabeth Debicki","Biographical, Drama, Historical",TV-MA,Official Netflix,"Ardverikie Estate, Kinloch Laggan, Newtonmore, Highland, Scotland, UK (Balmoral Castle in Scotland)","Left Bank Pictures, Sony Pictures Television Production UK, Sony Pictures Television
"
