Item,Type,lyricist,composer,revised by,dedicated to,publisher,lyrics page,Wikidata,revision of,lyrics in languages,ISWC,SUISA ID,Date,Title,Attributes,Length
Candle in the Wind 1997,Song,Bernie Taupin,Elton John,Bernie Taupin,"Diana, Princess of Wales","Universal–Songs of PolyGram International, Inc.",https://genius.com/Elton-john-candle-in-the-wind-1997-lyrics ,Q2449307,Candle in the Wind,English,"T-011.520.443-7, T-070.028.244-5",002630 233 02,1997-09-06,"Candle in the Wind ’97 (live, 1997-09-06: Westminster Abbey, London, England, UK)",live,4:03
