Title,Type,Creator,Date,Description,Current Location,Materials,Measurements,Related event,Rights
Lady Diana Spencer's Wedding Dress,Wedding Dress,"David Emanuel, Elizabeth Emanuel",1981-07-29,"Ivory silk taffeta and antique lace dress, decorated with 10,000 pearls. Worn by Princess Diana at her royal wedding to Prince Charles",Spencer Family Collection,"Ivory silk taffeta, antique lace, pearls, sequins",Train length: 25 feet (7.6 m),"Wedding of Charles, Prince of Wales and Lady Diana Spencer, 1981","Designers, Spencer Family"
