object_id;format;language;publisher;date;physicalDescription;OCLC;subjects;content;comments;performers
panorama1995;Blu-ray video;English;BBC, [London];1995;"1 video disc (approximately 55 min., 60 min.): sound and color ; 12 cm";921057953;Diana, Princess of Wales, 1961-1997;"BBC Panorma; Newsnight discussion of the interview";Off air recording, originally broadcast in 1995;"Panorama: Interwiewer Martin Bashir : interviwee: Princess Diana ; producer, Mike Robinson ; editor Steve Hewlett ; film editor Ian Corcoran. Newsnight: presenter Jeremy Paxman."
