object ;type ;creator ;date ;format;description ;material;dimentions ;location ;rights 
Spencer Tiara ;Jewelry Tiara ;Garrand & Co;1937;Diamond tiara composed of floral scroll motifs;A diamond tiara worn by Lady Diana Spencer on her wedding day. Family heirloom, made of several pieces and completed by Garrard & Co.;Silver, gold, diamonds;"Length: approx. 19 cm; height: 5 cm";Spencer Family Collection;Spencer Family 
