Object;Type;Photo Credits;N. Editorial;Collection;Creation date;Upload date;Type of license;Source;Name ;Maximum file size
Princess Diana shaking hands with an AIDS patient;Photograph;Anwar Hussein/ Collaborator;76214611;WireImage;April 9,1987;August 22, 2007;Rights-managed;Sygma Premium;14653447;1890 x 2890 px (16,00 x 24,47 cm) - 300 dpi - 4 MB
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
