object;title;credit;editorial #;collection;dateCreated;uploadDate;licenceType;releaseInfo;clipLength;location;masteredTo;originallyShotOn;source;objectName;url
engagement-getty;Royal engagement: Prince Charles and Lady Diana interview: Part One;ITN;1307384852;ITN;24 February, 1981;16 March, 2021;Rights-ready;Not released;00:02:56:15;United Kingdom;QuickTime 8-bit Photo-JPEG SD 720x576 25p;576 25i;ITN;as240281013_4007;https://www.gettyimages.co.uk/detail/video/prince-charles-and-lady-diana-interview-part-one-england-news-footage/1307384852?adppopup=true
