Object;Type;Photo Credits;N. Editorial;Collection;Creation date;Upload date;Type of license;Source;Name ;Maximum file size
Lady Diana on holiday in Portofino;Photograph;Stephane Cardinale - Corbis / Collaborator;542261058;Sygma Premium;August  24, 1997;June 21, 2016;"	Rights-managed";"	Sygma Premium";news-31717-003.jpg;5333 x 3556 px (45,15 x 30,11 cm) - 300 dpi - 24 MB
