type: NewsArticle,headline,author,datePublished,pageNumber,about,publisher,isPartOf,licence,location,articleSection,url
ny-divorce,"It's Official: Charles and Diana Split, and She Pays Her Own Bills",Sarah Lyall,1996-08-29,9,Biographical Information; Charles,The New York Times,"CXLV, 50534",Copyright © 1996 The New York Times,New York,A,https://www.nytimes.com/1996/08/29/world/it-s-official-charles-and-diana-split-and-she-pays-her-own-bills.html
